881990832	20181024	201810	2018	2018.8055											AUS	VICTORIA	AUS								0	139	139	13	3	-7.0	3	1	3	2.02774813233724	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191024143000	https://www.timescolonist.com/entertainment/jeremy-dutcher-brings-ancestors-songs-to-life-1.23985964
881990833	20181024	201810	2018	2018.8055											IGOEUREEC	THE EU	EUR	EEC				IGO			0	040	040	04	1	1.0	10	1	10	0.63492063492064	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20191024143000	https://belsat.eu/en/news/10-years-of-belarus-participating-in-eastern-partnership-what-is-to-come/
881990834	20181024	201810	2018	2018.8055											IGOEUREEC	THE EU	EUR	EEC				IGO			0	057	057	05	1	8.0	7	1	7	0.63492063492064	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20191024143000	https://belsat.eu/en/news/10-years-of-belarus-participating-in-eastern-partnership-what-is-to-come/
881990835	20181024	201810	2018	2018.8055	BUS	TOURISM INDUSTRY						BUS			MYS	KUALA LUMPUR	MYS								1	043	043	04	1	2.8	8	1	8	4.16666666666666	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191024143000	http://www.bernama.com/en/general/news.php?id=1782819
881990836	20181024	201810	2018	2018.8055	CAN	CANADA	CAN								AUS	VICTORIA	AUS								0	139	139	13	3	-7.0	2	1	2	2.02774813233724	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191024143000	https://www.timescolonist.com/entertainment/jeremy-dutcher-brings-ancestors-songs-to-life-1.23985964
881990837	20181024	201810	2018	2018.8055	COP	POLICE						COP			DEU	GERMAN	DEU								1	090	090	09	2	-2.0	4	2	4	-8.03827751196173	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191024143000	https://www.bgdailynews.com/news/international/germany-arrests-people-suspected-of-trafficking-syrians/article_824a692c-a4e9-577a-bdfa-bd01d220bb84.html
881990838	20181024	201810	2018	2018.8055	COP	POLICE						COP			DEU	GERMAN	DEU								1	090	090	09	2	-2.0	16	2	16	-8.03827751196173	4	Bitburg, Rheinland-Pfalz, Germany	GM	GM08	16554	49.9667	6.53333	-1748426	4	Bitburg, Rheinland-Pfalz, Germany	GM	GM08	16554	49.9667	6.53333	-1748426	4	Bitburg, Rheinland-Pfalz, Germany	GM	GM08	16554	49.9667	6.53333	-1748426	20191024143000	https://www.bgdailynews.com/news/international/germany-arrests-people-suspected-of-trafficking-syrians/article_824a692c-a4e9-577a-bdfa-bd01d220bb84.html
881990839	20181024	201810	2018	2018.8055	COP	POLICE						COP			DEU	GERMAN	DEU								1	190	190	19	4	-10.0	20	2	20	-8.03827751196173	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191024143000	https://www.bgdailynews.com/news/international/germany-arrests-people-suspected-of-trafficking-syrians/article_824a692c-a4e9-577a-bdfa-bd01d220bb84.html
881990840	20181024	201810	2018	2018.8055	CVL	PROPERTY OWNER						CVL													1	120	120	12	3	-4.0	2	1	2	-2.82685512367491	3	Mclean County, Illinois, United States	US	USIL	IL113	40.4834	-88.8334	1784833	0								3	Mclean County, Illinois, United States	US	USIL		40.4834	-88.8334	1784833	20191024143000	https://week.com/news/2019/10/24/modest-economic-growth-seen-to-reduce-district-87-tax-rate/
881990841	20181024	201810	2018	2018.8055	EDU	STUDENT						EDU													0	051	051	05	1	3.4	5	1	5	-4.72560975609756	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20191024143000	https://news.yahoo.com/anxiety-clapping-135045025.html
